app	device	os	channel	delta_time	is_attributed
12	1	13	328	1.75	0
145	220	21	320	0.95	1
5	1	4	113	2.54	1
2	1	47	435	2.3	0
9	1	15	107	2.8	1
19	8	38	213	0.58	1
19	0	50	333	0.07	1
2	1	40	435	0.3	1
19	0	29	213	0.47	1
9	1	28	215	1.31	0
14	1	16	401	0.61	0
12	1	14	219	1.42	0
19	0	21	213	1.68	1
120	299	0	101	1.89	1
12	1	13	245	2.16	0
10	1	47	113	2.7	1
35	1	12	274	1.84	1
14	1	19	480	0.58	0
14	1	40	489	1.14	1
18	1	19	376	1.12	0
8	1	13	145	2.52	0
21	1	1	128	2.85	0
37	1	19	21	0.59	1
2	1	18	452	2.57	0
18	1	17	107	1.8	1
19	0	24	213	1.35	1
28	1	20	135	1.8	0
35	1	19	274	2.35	1
12	1	13	265	2.76	0
2	1	17	435	0.94	0
18	1	19	107	2.56	0
35	1	13	21	2.45	1
19	75	0	213	0.35	1
9	1	13	234	1.2	0
2	1	22	469	0.42	0
29	1	10	101	2.78	1
26	1	10	266	0.44	0
35	1	13	21	2.41	1
45	1	11	222	1.45	1
15	1	30	245	2.1	0
29	1	19	213	2.66	1
13	1	13	400	1.75	0
45	1	30	419	0.71	1
19	0	50	213	0.86	1
13	1	17	477	0.04	1
19	0	24	213	0.57	1
19	0	24	347	2.03	1
3	1	17	30	0.74	1
2	1	19	219	1.32	0
29	1	19	343	0.54	1
9	1	13	445	0.71	0
21	1	19	128	0.77	0
19	0	0	347	1.03	1
12	1	19	259	1.07	0
8	1	17	145	1.78	1
70	0	21	243	1.02	1
1	1	40	134	2.31	0
10	1	11	113	0.84	1
19	18	0	213	0.85	1
18	1	25	107	1.53	0
3	1	15	280	2.5	0
19	0	24	213	1.33	1
2	1	41	219	0.44	0
2	1	40	469	0.19	1
14	1	35	113	1.47	0
1	1	19	135	2.81	0
35	1	28	21	0.37	1
2	1	10	243	0.47	0
24	1	25	105	0.42	0
15	1	13	265	2.28	0
12	1	28	259	1.38	0
37	1	20	282	2.84	1
6	1	13	125	1.46	0
12	1	31	259	0.47	0
2	1	13	212	2.84	0
19	0	29	213	0.54	1
3	1	53	153	0.77	0
72	1	13	101	2.38	1
3	1	19	280	1.97	0
12	1	13	140	0.98	0
12	1	13	259	2.4	0
3	1	19	466	1.54	0
18	1	13	107	0.39	1
12	1	9	105	1.68	0
12	1	19	328	0.93	0
29	1	3	213	2.21	1
15	1	6	386	2.83	0
15	1	13	111	1.96	0
3	1	13	280	1.3	0
3	1	3	280	0.41	0
19	0	50	213	1.41	1
87	1	19	213	0.66	1
3	1	8	424	1.83	0
19	923	24	213	1.45	1
14	1	19	379	2.51	0
15	1	13	245	1.07	0
10	1	12	101	0.58	1
5	1	43	113	0.72	1
9	1	19	127	2.59	0
14	1	19	442	2.74	0
19	114	0	213	1.39	1
19	1570	0	213	1.22	1
84	0	607	101	0.6	1
55	1	10	101	0.7	1
18	1	13	134	0.07	0
19	0	24	347	2.7	1
10	1	37	113	1.71	1
3	1	19	424	1.75	0
21	1	19	128	2.32	0
9	1	16	466	2.83	1
35	1	13	274	1.8	1
2	1	16	219	0.74	0
19	0	38	213	2.19	1
2	1	17	435	2.92	0
29	1	19	213	1.31	1
12	1	13	245	2.16	0
13	1	9	477	1.3	1
145	220	21	320	1.52	1
29	1	19	101	2.59	1
29	1	10	213	2.97	1
3	1	1	280	1.73	0
12	1	32	328	0.85	0
45	1	49	5	0.76	1
29	1	19	213	0.36	1
19	100	0	333	1.73	1
3	1	19	280	2.08	0
14	1	18	379	1.9	0
82	1	13	21	1.13	1
2	1	19	122	0.37	0
5	1	4	113	1.56	1
34	1	18	243	0.55	1
1	1	19	118	1.39	0
9	1	13	334	1.35	1
3	1	19	280	0.49	1
12	1	17	105	2.85	0
27	1	32	153	2.6	0
12	1	13	328	0.38	0
19	37	24	213	1.38	1
9	1	9	258	1.77	1
12	1	13	481	0.6	1
19	0	21	210	0.52	1
72	1	13	101	2.94	1
35	1	19	21	0.45	1
35	1	13	21	0.34	1
19	0	0	213	0.3	1
19	0	24	213	2.61	1
10	1	4	113	2.91	1
15	1	13	245	1.94	0
35	1	17	274	0.12	1
12	1	19	245	2.22	0
2	1	10	477	1.12	0
45	1	49	5	1.54	1
3	1	6	280	1.42	0
2	1	13	477	2.73	0
19	4	38	213	1.33	1
5	1	32	113	1.73	1
19	0	21	347	2.76	1
3	1	13	280	2.57	0
35	1	19	21	0.44	1
64	1	13	459	1.75	0
64	1	6	459	1.61	0
15	1	19	386	2.69	0
8	1	13	145	2.37	1
18	1	11	121	2.8	0
19	0	24	213	2.71	1
35	1	35	274	0.07	1
7	1	27	101	2.93	0
9	1	19	232	0.63	0
15	1	6	278	2.43	1
55	1	18	453	0.49	1
37	1	19	21	2.77	1
2	1	13	435	1.07	0
35	1	20	274	2.83	1
2	1	13	205	1.37	0
3	1	17	137	0.73	0
9	1	19	466	1.87	1
29	1	6	343	1.67	1
19	40	24	213	0.62	1
51	0	21	203	1.94	1
26	1	6	121	0.5	0
107	1	19	171	1.75	1
18	2	13	449	1.44	1
18	1	25	439	2.73	1
12	1	28	265	0.56	0
35	1	19	274	1.45	1
45	1	36	419	2.52	1
3	1	37	452	1.36	0
19	0	21	333	1.95	1
35	1	19	21	2.15	1
39	1	17	213	2.35	1
29	1	17	101	2.81	1
12	2	13	178	0.95	0
3	1	13	280	1.96	0
11	1	13	319	1.66	1
35	1	16	274	1.69	1
9	1	28	334	1.67	0
4	1	17	101	2.72	0
72	1	19	101	0.34	1
35	1	37	274	0.31	1
84	0	607	101	0.8	1
14	1	17	463	2.57	0
35	1	20	21	1.74	1
12	1	41	259	1.85	0
19	82	24	282	2.15	1
11	1	13	469	1.89	0
18	1	17	134	2.62	0
19	0	21	213	0.74	1
9	1	13	466	2.94	0
1	1	18	349	0.83	1
2	1	32	122	2.7	0
3	1	19	280	0.43	0
11	2	19	137	1.82	0
9	1	19	134	1.4	0
29	1	17	213	1.72	1
9	1	19	466	1.78	0
19	0	38	268	2.19	1
35	1	19	21	0.47	1
2	1	41	205	1	0
1	1	13	153	1.64	0
10	1	37	113	0.64	1
55	1	19	453	1.45	1
9	1	19	215	1.51	0
2	1	6	236	2.5	0
12	1	19	328	2.63	0
3	1	19	280	0.57	1
29	1	25	101	1.63	1
15	1	13	245	0.65	0
13	1	18	469	2.64	0
35	1	19	21	0.44	1
45	1	8	5	1.56	1
18	1	15	376	2.39	0
9	1	19	445	1.73	0
9	1	17	127	2.8	0
18	1	19	121	0.02	0
21	1	6	128	0.11	1
18	1	20	107	0.51	0
35	1	19	21	2.55	1
29	1	34	101	2.4	1
19	0	21	347	2.63	1
19	97	24	282	0.8	1
15	2	17	245	0.5	0
35	1	1	274	0.72	1
21	1	13	128	1.6	0
19	0	24	347	1.91	1
12	1	46	265	2.62	0
3	1	19	442	2.62	0
10	1	4	113	1.67	1
9	1	19	22	3.01	0
12	1	18	265	1.21	0
35	1	13	21	1.43	1
21	1	19	128	2.91	0
12	1	17	424	0.91	0
15	1	15	265	1.61	0
18	1	16	107	0.03	0
23	1	13	153	2.56	0
83	0	24	171	1.78	1
35	1	19	21	0.39	1
24	2	15	105	0.71	0
62	1	19	21	2.55	1
9	1	15	232	2.4	0
19	231	24	213	0.98	1
3	1	13	424	0.71	0
10	1	30	113	0.58	1
35	1	22	21	0.44	1
14	1	19	439	1.02	0
19	0	0	213	0.36	1
10	1	32	113	2.58	1
3	1	5	379	0.47	0
8	1	17	145	1.46	0
10	1	11	113	0.57	1
19	33	29	213	2.71	1
3	1	13	442	0.27	1
2	1	19	469	0.8	0
25	1	14	259	1.95	1
19	40	24	213	2.46	1
19	0	24	213	0.93	1
35	1	18	21	2.42	1
21	1	19	128	1.76	0
12	1	17	178	1.78	0
11	1	8	173	1.82	0
35	1	13	21	2.45	1
3	1	14	115	0.55	0
3	1	13	115	0.62	0
10	1	27	113	1.72	1
35	1	19	21	0.03	1
35	1	16	274	0.69	1
3	1	19	173	1.52	0
13	1	19	477	1.35	0
14	1	13	463	2.81	0
3	1	13	442	0.98	0
0	0	607	101	0.93	1
17	1	6	311	1.56	1
45	1	49	5	1.53	1
150	1	19	110	0.8	0
35	1	25	21	0.47	1
27	1	28	153	2.65	0
19	0	24	213	1.39	1
35	1	13	21	0.43	1
3	1	9	280	2.38	0
28	1	22	135	1.62	0
18	1	2	107	0.1	0
14	1	6	442	2.32	1
3	1	13	402	1.57	0
12	1	17	178	2.9	0
1	1	13	153	1.89	0
19	0	24	347	1.91	0
18	1	3	107	2.71	0
29	1	16	347	1.6	1
18	1	22	121	0.05	0
29	1	16	213	2.82	1
15	1	12	315	2.85	0
17	1	37	280	1.41	0
84	0	607	101	0.89	1
5	1	43	113	0.59	1
12	1	13	178	0.37	0
18	1	13	107	2.94	0
19	372	24	213	1.97	1
19	0	24	210	2.6	1
35	1	28	274	1.92	1
2	1	19	401	0.02	0
45	1	43	465	1.81	1
9	1	22	466	2.59	0
2	1	19	237	2.2	0
8	1	13	145	1.04	0
16	1	13	268	0.13	1
29	1	8	213	3	1
15	1	19	265	0.36	0
9	1	18	127	1.85	0
197	1	22	213	0.83	1
72	1	19	101	1.11	1
3	1	26	280	2.59	0
5	1	61	113	1.53	1
12	1	10	497	2.34	0
35	1	19	21	2.34	1
14	1	17	489	1.76	0
19	0	24	213	2.37	1
35	1	20	21	1.51	1
19	128	76	213	1.51	1
15	1	1	386	0.27	1
3	1	13	280	2.78	0
481	1	13	213	2.3	1
12	1	13	212	0.83	1
18	1	20	107	0.87	0
2	1	18	237	0.58	0
3	1	19	280	1.93	0
19	0	24	213	1.71	1
2	1	18	435	2.38	0
3	1	22	211	1.95	0
9	2	17	442	2.85	0
19	0	24	213	2.36	1
2	1	10	317	1.8	0
3	1	19	489	0.44	0
3	1	18	280	2.64	1
3	1	20	409	1.36	0
18	1	19	134	0.08	0
32	1	19	376	1.95	0
10	1	47	113	1.47	1
37	1	27	282	0.08	1
26	1	13	477	1.85	0
19	0	29	101	2.88	1
24	1	16	105	1.49	0
11	1	17	319	2	0
23	1	35	153	0.94	0
15	2	13	245	2.07	0
10	1	37	113	2.79	1
12	1	22	259	2.02	0
121	1	17	203	1.53	1
64	1	23	459	0.73	0
256	1	19	101	2.91	1
12	1	49	178	1.04	0
18	1	17	134	2.97	0
2	1	1	122	0.43	0
18	1	22	376	2.57	0
105	1	13	282	2.56	1
12	1	1	178	3	0
19	21	24	213	2.26	1
14	1	6	439	1.06	1
9	2	5	215	2.03	0
11	1	19	325	2.62	0
3	1	19	211	1.97	0
10	1	43	113	2.45	1
10	1	47	113	0.69	1
19	765	38	213	2.8	1
23	1	28	153	1.87	0
11	1	20	481	2.93	0
29	1	19	343	0.32	1
3	1	13	489	2.94	1
2	1	35	452	0.54	0
35	1	13	274	1.93	1
2	1	14	237	2.41	0
19	0	50	333	2.51	1
19	0	0	213	0.14	1
12	1	19	409	2.5	0
15	1	13	245	0.26	0
29	1	6	213	1.67	1
19	40	24	213	1.68	1
3	1	34	280	2.39	0
19	0	21	213	1.99	1
12	1	13	259	2.4	0
29	1	46	213	1.69	1
29	1	19	101	0.91	1
64	1	25	459	1.49	0
2	1	7	212	1.55	0
19	40	24	213	2.97	1
18	1	10	439	0.97	0
15	1	8	386	0.45	0
2	1	13	435	0.56	0
2	1	19	452	1.57	1
1	1	19	137	1.94	0
15	1	6	245	2.11	0
15	1	10	245	0.9	0
3	1	9	402	2.53	1
2	1	19	236	2.57	1
64	1	13	459	2.66	0
15	1	15	245	1.99	0
5	1	61	113	0.58	1
29	1	19	213	0.96	1
3	1	18	280	1.36	0
19	0	38	213	1.57	1
11	1	13	319	0.41	0
1	1	13	125	0.48	0
3	1	17	280	1.6	0
72	1	13	101	1.77	1
13	1	13	477	1.68	0
29	1	13	213	2.81	1
29	1	19	333	1.56	1
50	0	0	213	2.42	1
35	1	13	21	0.8	1
9	1	13	215	0.93	0
136	0	21	268	1.03	1
5	1	49	113	0.16	1
3	1	13	115	0.33	0
1	1	22	137	0.5	0
23	1	15	153	0.76	0
23	1	22	153	0.82	0
19	168	0	213	0.37	1
19	0	29	213	2.67	1
8	1	19	145	0.45	1
35	1	13	274	1.32	1
35	1	13	21	2.19	1
1	1	13	153	1.98	0
2	1	13	243	2.51	0
18	1	18	107	0.73	0
19	0	29	347	1.78	1
18	3032	607	107	0.68	0
19	95	21	213	2.54	1
2	1	19	212	2.62	0
2	1	6	477	1.05	0
72	1	19	101	2.64	1
15	1	13	430	2.12	0
19	0	24	213	1.99	1
167	1	13	213	1.04	1
51	0	24	203	1.01	1
19	11	24	213	2.61	1
24	1	14	105	0.43	0
21	1	19	128	2.51	0
12	1	9	205	1.56	0
29	1	19	213	1.45	1
29	1	13	343	0.87	1
14	1	20	480	0.51	0
9	1	6	145	1.87	0
9	1	10	334	0.92	0
19	299	0	213	1.53	1
9	1	19	466	1.99	0
9	1	22	107	2.07	1
2	1	18	237	0.46	0
10	1	61	113	0.61	1
3	1	13	211	2.86	0
29	1	43	101	2.52	1
18	1	19	376	1.18	0
12	1	19	265	1.43	0
19	0	21	213	0.93	1
10	1	11	113	2.49	1
9	1	16	442	0.84	1
20	1	13	478	2.56	1
2	2	19	435	2.71	0
1	1	3	134	0.89	0
15	1	16	386	0.84	0
45	1	13	5	2.9	1
5	1	30	113	1.85	1
11	1	19	319	1.38	1
2	1	12	477	0.69	0
3	1	13	317	1.73	0
3	1	8	115	3	0
8	1	19	259	1.36	0
24	1	23	105	0.42	0
19	0	29	213	0.44	1
5	1	23	113	2.54	1
9	1	41	334	1.73	0
15	2	19	245	1.93	0
9	1	19	134	0.39	1
19	0	748	213	1.63	1
12	1	17	328	0.52	0
29	1	17	343	2.73	1
19	0	21	213	0.62	1
26	1	19	477	2.96	0
45	1	4	419	2.86	1
3	1	28	452	2.57	0
35	1	20	21	0.45	1
3	1	13	280	2.36	0
72	1	13	101	2.17	1
35	1	19	21	0.44	1
1	1	13	153	1.61	0
190	1	19	213	0.5	1
19	160	0	333	2.45	1
12	1	22	259	2.47	0
3	1	22	424	1.4	0
19	693	24	213	1.04	1
1	1	19	349	1.79	0
19	30	0	213	2.77	1
19	46	0	213	0.79	1
14	1	13	349	2.02	0
18	2	81	449	2.88	0
2	1	34	477	1.9	0
18	1	41	439	1.58	0
9	1	13	215	0.46	0
12	1	13	245	0.42	1
19	0	21	213	1.38	1
26	1	41	121	1.48	0
15	1	13	245	0.36	0
2	1	3	122	1.85	0
26	1	19	121	2.64	1
19	40	24	213	0.43	1
15	1	19	278	0.41	0
27	1	32	153	1.53	0
2	1	17	477	2.18	0
3	1	23	280	1.99	1
14	1	19	379	0.84	0
18	1	20	107	2.69	1
3	1	20	280	0.47	0
1	1	18	137	0.91	0
110	1	19	210	2.54	1
19	0	0	213	2.87	1
1	1	13	134	2.6	0
20	1	19	259	0.07	1
2	1	13	219	2.48	0
9	1	19	489	2.78	0
19	0	24	213	1.08	1
19	0	24	213	2.93	1
19	0	24	213	0.85	1
115	1	6	203	1.61	1
19	0	0	213	1.51	1
127	40	24	213	1.02	1
15	1	19	245	1.06	0
12	1	19	242	0.63	0
3	1	19	280	0.55	0
9	1	19	244	2.85	1
35	1	19	21	0.91	1
15	1	19	245	0.1	0
64	1	8	459	0.09	0
12	1	19	178	2.67	0
10	1	43	113	1.97	1
9	1	40	215	0.44	0
3	1	22	280	0.4	0
3	1	22	280	1.63	0
9	1	6	442	0.89	0
35	1	13	21	1.4	1
2	1	19	477	2.21	0
18	1	13	107	2.46	1
9	1	19	445	2.42	1
27	1	13	153	1.56	0
10	1	52	377	2.48	0
35	1	40	21	1.53	1
6	1	19	125	0.56	0
19	0	24	213	2.77	1
18	1	25	107	2.56	0
35	1	19	274	1.56	1
9	1	18	442	1.76	0
35	1	15	21	1.37	1
11	1	19	122	0.95	0
14	1	22	439	0.8	0
2	1	19	205	0.52	0
35	1	18	21	1.52	1
12	1	19	178	1.03	0
3	1	10	280	0.7	0
19	0	24	333	2.36	1
12	1	23	259	2.45	0
35	1	10	274	0.81	1
2	1	13	435	1.61	0
21	1	19	128	0.3	0
14	1	9	467	2.38	0
6	1	18	459	2.69	0
19	0	24	213	1.74	1
29	1	19	213	0.73	1
66	1	16	101	1.84	1
12	1	20	328	1.12	0
8	2	13	145	2.76	0
1	1	10	153	0.08	0
2	1	49	469	2.41	0
7	1	19	101	3.01	0
25	1	22	259	1.84	0
3	1	3	489	2.6	1
21	1	18	232	2.9	0
7	1	19	101	0.79	0
3	1	18	173	2.66	0
24	2	22	105	2.89	0
2	1	17	364	2.69	0
1	1	13	135	0.44	0
2	1	19	205	0.86	0
2	1	11	469	0.82	0
14	1	13	439	1.42	0
10	1	47	113	2.66	1
3	1	19	424	1.06	0
12	1	19	497	0.19	0
1	1	16	135	1.72	0
19	0	0	213	1.04	1
2	1	13	205	0.44	0
9	1	25	445	0.54	0
25	1	23	259	0.83	0
66	1	19	101	1.06	1
19	40	24	213	0.2	1
9	1	18	334	1.73	0
19	0	607	213	1.01	1
2	1	13	237	1.56	0
19	0	0	213	0.75	1
23	1	13	153	1.66	0
3	1	13	280	0.49	0
5	1	7	113	0.5	1
12	1	22	140	1.45	1
8	2	9	145	1.84	0
35	1	19	21	1.52	1
12	1	19	326	1.89	0
3	2	8	280	0.87	0
19	0	0	343	2.88	1
35	1	10	21	2.55	1
18	1	27	121	2.3	0
3	1	25	280	0.4	0
5	1	40	113	1.05	1
35	1	6	21	1.43	1
3	1	13	211	1.8	0
10	1	32	113	2.72	1
18	1	19	107	2.63	0
15	1	19	111	0.54	0
19	0	24	213	2.42	1
15	1	19	153	0.09	0
12	1	9	328	1.84	0
3	1	3	280	0.66	1
19	0	24	282	2.71	1
55	1	13	411	0.6	1
35	1	19	21	2.56	1
14	1	19	118	2.49	1
19	0	607	213	0.74	1
10	1	37	113	2.75	1
9	1	19	466	2.29	0
11	1	13	319	2.77	1
35	1	19	21	2.58	1
3	1	13	280	0.61	0
6	1	13	459	1.04	0
5	1	11	113	0.49	1
10	1	11	113	0.95	1
35	1	22	274	2.6	1
3	1	30	173	1.92	0
107	1	13	171	1.48	1
15	1	19	245	2.7	0
241	1	19	213	1.94	1
19	0	21	213	1.7	1
5	1	32	113	1.92	1
9	1	13	232	0.6	1
2	1	13	258	0.8	0
3	1	1	280	2.19	0
18	1	15	439	2.69	0
7	1	20	101	2.69	1
72	1	19	101	1.88	1
6	1	25	125	2.74	0
39	1	20	213	0.43	1
12	1	13	265	1.93	0
19	0	21	213	1.82	1
39	1	13	213	0.81	1
18	1	6	121	2.99	0
3	1	35	280	1.99	0
3	1	22	442	1.36	0
14	1	6	480	2.27	1
5	1	36	113	0.45	1
35	1	17	274	1.45	1
35	1	13	21	0.56	1
18	1	17	107	1.61	0
19	0	50	333	0.65	1
11	1	19	219	0.63	0
83	37	24	320	1.46	1
1	2	20	24	1.45	0
21	1	10	232	2.71	0
15	1	28	315	1.47	0
3	1	22	280	2.43	0
12	1	3	340	2.35	0
15	1	13	245	2.42	1
39	1	13	101	0.93	1
72	1	18	101	2.96	1
107	1	13	171	2.37	1
15	1	13	153	0.51	0
19	0	0	213	1.74	1
29	1	19	213	0.67	1
10	1	7	113	1.71	1
308	1	19	282	1.95	1
29	1	19	213	0.04	1
19	0	21	268	2.26	1
29	1	19	333	2.98	1
12	1	16	259	0.61	0
12	1	13	265	1.67	0
19	30	0	213	0.75	1
9	1	13	107	1.87	0
3	1	27	205	0.35	0
14	1	15	379	0.7	0
12	1	13	265	1.66	0
128	1	19	243	2.59	1
39	1	9	213	1.57	1
35	1	13	21	0.37	1
19	374	29	213	1.94	1
19	116	0	213	0.73	1
18	1	37	107	2.88	0
29	1	12	213	2.67	1
12	1	17	140	1.62	0
12	1	3	259	2.95	0
15	1	36	245	1.81	0
79	1	19	213	1.69	1
12	1	25	205	2.98	0
10	1	3	113	1.46	1
26	1	8	477	2.86	0
19	40	24	213	0.58	1
19	0	24	213	0.57	1
19	0	24	347	2.73	1
62	1	16	21	1.69	1
5	1	37	113	0.58	1
35	1	17	21	1.5	1
13	3032	607	469	0.93	0
35	1	15	274	1.35	1
10	1	27	113	3.01	1
3	1	18	137	0.31	0
29	1	6	343	0.53	1
64	1	19	459	0.08	0
35	1	19	21	2.56	1
19	129	24	333	2.5	1
48	1	19	213	1.84	1
20	1	13	478	0.97	1
3	1	13	280	1.72	0
2	1	8	219	2.89	0
15	1	13	315	0.19	0
35	1	13	21	0.36	1
14	1	17	123	0.92	0
8	1	13	145	0.77	1
3	1	13	205	2.89	0
18	1	16	449	1.46	0
9	1	17	134	1.37	1
35	1	8	274	0.74	1
26	1	17	266	0.47	0
3	1	19	424	0.03	0
5	1	36	113	1.48	1
9	1	56	232	0.97	0
3	1	22	280	2.59	1
79	1	13	213	0.71	1
24	2	4	105	0.11	0
20	2	5	259	0.35	0
3	1	10	424	1.4	0
35	1	19	21	0.55	1
3	1	17	130	0.71	0
14	1	19	442	1.97	0
19	0	21	213	2.53	1
12	1	20	140	0.04	0
15	1	6	379	2.33	1
72	1	13	101	2.55	1
18	1	6	439	1.44	0
19	0	24	347	1.05	1
265	0	24	101	0.55	1
12	1	13	145	0.46	0
3	1	13	280	1.47	0
11	1	41	219	1.49	0
2	1	13	237	0.4	0
74	1	19	21	1.11	1
26	1	37	266	2.73	0
29	1	25	213	3.01	1
15	1	23	430	1.72	0
35	1	6	21	1.6	1
35	1	14	274	0.79	1
3	1	35	280	0.55	0
14	1	14	379	2.61	0
2	1	3	205	1.86	0
14	1	13	379	2.87	1
96	2596	50	213	2.93	1
9	1	12	134	2.45	0
3	1	13	417	1.04	0
18	1	19	439	2.36	1
8	1	19	145	0.85	0
2	1	26	205	0.99	0
128	1	19	243	0.97	1
13	1	19	477	0.82	0
19	0	0	213	0.33	1
8	1	13	145	2.54	0
19	0	0	213	0.51	1
32	1	15	376	2.44	0
12	1	10	265	0.07	0
19	0	21	213	1.32	1
3	1	9	280	1.86	0
3	1	14	280	1.93	0
19	94	21	333	1.91	1
2	1	6	236	2.49	0
1	1	19	134	0.96	1
18	1	20	107	1.85	0
29	1	18	213	0.8	1
12	1	13	178	0.42	0
1	2	11	134	0.4	0
5	1	4	113	2.71	1
19	0	0	213	0.51	1
9	1	25	489	1.05	1
12	1	25	245	0.95	0
3	1	13	19	2.98	0
10	1	61	113	1.58	1
9	1	13	145	1.84	0
2	1	19	219	2.65	0
14	1	18	401	2.53	0
14	1	19	442	0.91	0
9	1	19	232	2.78	0
19	0	38	213	0.87	1
12	1	19	178	1.47	0
9	1	10	107	1.93	1
19	0	24	213	0.61	1
25	1	13	259	0.94	0
12	2	13	178	2.94	0
12	1	13	178	2.43	0
83	0	0	171	0.85	1
19	0	24	213	1.79	1
10	1	36	113	0.9	1
79	1	18	213	2.37	1
9	1	19	258	2.45	1
19	0	50	213	2.94	1
35	1	15	21	1.53	1
3	1	13	280	1.74	1
35	1	19	21	0.81	1
8	1	19	145	2.54	1
19	0	24	213	2.03	1
14	1	19	442	0.9	0
29	1	28	347	2.02	1
8	1	9	145	2.53	0
5	1	1	113	2.19	1
10	1	30	113	0.83	1
9	2	19	244	2.61	0
11	1	13	481	1.59	0
20	1	19	478	2.36	1
19	0	748	213	1.77	1
19	0	24	213	1.72	1
21	2	13	128	2.35	0
18	1	1	439	0.74	0
19	0	0	213	2.45	1
3	1	13	280	1.42	0
18	1	9	121	1.81	0
35	1	13	21	0.48	1
19	0	24	213	0.89	1
10	1	30	113	2.48	1
35	1	13	21	2.52	1
1	1	13	134	1.9	0
3	1	17	402	2.61	1
2	1	13	477	2.07	0
3	1	8	280	2.56	0
3	1	40	115	0.2	1
45	1	61	465	2.65	1
19	179	24	333	2.55	1
1	1	19	349	0.02	0
9	1	19	442	0.82	0
18	1	13	107	2.9	0
19	6	29	213	0.78	1
3	1	37	115	0.9	0
19	0	0	213	2.71	1
3	1	10	205	1.56	0
3	2	9	280	0.9	0
0	136	29	101	2.99	1
12	1	27	265	1.49	0
15	1	22	245	0.93	0
13	1	32	477	1.55	0
66	1	18	101	0.92	1
37	1	35	213	2.53	1
62	1	19	21	2.82	1
35	1	22	21	2.56	1
9	1	19	334	2.74	0
19	0	24	213	2.63	1
29	1	13	343	0.83	1
19	40	24	213	1.46	1
45	1	37	419	1.81	1
12	1	6	265	1.8	0
2	1	3	108	1.8	1
2	1	19	205	2.15	0
35	1	20	274	0.17	1
5	1	30	113	2.78	1
3	1	17	280	0.58	0
50	0	38	213	2.55	1
2	1	19	122	0.99	1
10	1	27	113	2.52	1
10	1	47	113	1.6	1
15	1	20	245	0.02	0
9	1	19	489	2.41	1
15	1	13	153	1.35	0
3	1	19	489	0.75	0
19	0	29	213	2.59	1
19	18	0	213	1.75	1
10	1	30	113	2.78	1
3	1	19	280	0.43	1
9	1	22	489	2.87	1
19	6	29	213	0.89	1
18	1	6	107	1.85	0
18	1	19	107	0.93	0
15	1	13	245	2.18	0
15	1	19	315	2.83	0
11	1	17	122	2.72	0
19	422	24	213	2.67	1
2	1	6	212	2.04	0
1	1	18	118	1.39	0
3	1	19	379	1.85	1
12	1	13	178	2.41	0
9	1	13	442	0.64	1
64	1	19	459	0.89	0
28	1	19	135	2.28	0
150	1	25	213	1.66	1
2	1	13	364	0.98	0
19	0	24	282	2.47	1
19	0	0	213	0.28	1
15	1	13	111	2.39	1
2	1	22	236	0.44	0
3	1	13	280	2.55	0
12	1	10	19	1.71	0
35	1	13	21	2.56	1
15	1	8	386	1.19	0
21	1	37	128	0.78	0
11	1	17	122	1.37	1
10	1	27	113	0.54	1
15	1	12	245	1.96	0
2	1	19	477	0.34	0
34	1	19	243	1.79	1
28	1	13	135	0.41	0
29	1	19	343	0.6	1
8	1	19	259	2.02	1
45	1	13	5	1.82	1
1	1	13	377	1.81	0
3	1	19	280	1.44	0
3	1	19	19	1.37	1
15	1	13	278	1.87	0
5	1	43	113	1.52	1
18	1	13	376	2.75	0
19	50	0	333	2.4	1
12	1	19	178	0.8	0
3	1	22	280	2.01	0
19	1086	24	333	0.95	1
19	0	38	347	2.39	1
3	1	19	280	1.43	0
3	1	19	280	1.47	0
12	1	8	178	0.49	0
19	0	24	347	2.72	1
18	1	19	134	0.45	0
8	1	15	145	2.55	0
19	0	24	213	1.04	1
19	25	24	213	1.56	1
9	1	13	134	1.33	0
15	1	13	245	2.41	0
2	1	28	122	2.57	0
3	1	19	280	2	0
29	1	10	282	1.51	1
9	1	19	134	2.56	1
2	2	19	205	2.01	0
3	1	14	280	1.45	0
19	6	29	213	2.79	1
14	1	25	349	2.41	0
62	1	19	21	2.61	1
19	0	24	213	1.86	1
10	1	37	113	0.54	1
45	1	7	465	2.81	1
13	1	47	400	1.83	0
10	1	19	377	2.58	1
84	0	38	101	1.02	1
2	1	19	236	0.32	0
19	204	38	282	1.99	1
19	0	50	213	1.3	1
26	1	41	121	2.45	0
18	1	13	121	0.79	0
12	1	23	340	1.85	0
45	1	12	5	0.75	1
5	1	11	113	0.52	1
3	1	13	280	1.5	0
107	1	13	171	1.65	1
9	1	19	244	1.95	1
8	1	13	145	2.78	0
12	1	3	259	2.6	0
72	2	16	101	0.8	1
35	1	19	21	0.47	1
59	3032	607	347	0.52	0
15	1	14	386	1.59	0
2	1	13	122	0.79	0
6	1	6	459	1.72	0
29	1	13	343	2.58	1
19	526	0	213	2.47	1
2	1	19	108	1.35	1
10	1	27	113	2.43	1
3	1	53	280	1.92	0
18	1	19	439	2.83	0
19	0	0	213	1.88	1
35	1	19	274	0.73	1
2	1	17	236	1.55	1
5	1	61	113	0.59	1
12	1	14	124	2.81	0
2	1	19	377	2.96	0
242	1	13	213	2.84	1
10	1	7	113	1.56	1
19	299	0	213	0.59	1
83	0	607	113	0.88	1
